Task size,Pages,Task size local ,Task size rem,Distance,Comtime,Decision
6774,74,16740.98,18755.08,31,48.7,1
6774,74,16740.98,18755.08,32,49.1,1
6774,74,16740.98,18755.08,33,49.1,1
6774,74,16740.98,18755.08,34,50.2,1
6774,74,16740.98,18755.08,35,51.5,1
6774,74,16740.98,18755.08,36,52,1
6774,74,16740.98,18755.08,37,52.7,1
6774,74,16740.98,18755.08,38,53.3,1
6774,74,16740.98,18755.08,39,55.2,1
6774,74,16740.98,18755.08,40,56,1
7441,891,151177.07,154079.35,1,25.1,1
7441,891,151177.07,154079.35,2,25.1,1
7441,891,151177.07,154079.35,3,25.6,1
7441,891,151177.07,154079.35,4,27,1
7441,891,151177.07,154079.35,5,27,1
7441,891,151177.07,154079.35,6,27,1
7441,891,151177.07,154079.35,7,27,1
7441,891,151177.07,154079.35,8,27.1,1
7441,891,151177.07,154079.35,9,27.2,1
7441,891,151177.07,154079.35,10,27.2,1
7441,891,151177.07,154079.35,11,27.2,1
7441,891,151177.07,154079.35,12,27.9,1
7441,891,151177.07,154079.35,13,27.9,1
7441,891,151177.07,154079.35,14,28,1
7441,891,151177.07,154079.35,15,28,1
7441,891,151177.07,154079.35,16,28.4,1
7441,891,151177.07,154079.35,17,29.7,1
7441,891,151177.07,154079.35,18,31.5,1
7441,891,151177.07,154079.35,19,33,1
7441,891,151177.07,154079.35,20,40,1
7441,891,151177.07,154079.35,21,40.3,1
7441,891,151177.07,154079.35,22,40.4,1
7441,891,151177.07,154079.35,23,41.1,1
7441,891,151177.07,154079.35,24,41.3,1
7441,891,151177.07,154079.35,25,42,1
7441,891,151177.07,154079.35,26,42,1
7441,891,151177.07,154079.35,27,43.5,1
7441,891,151177.07,154079.35,28,43.9,1
7441,891,151177.07,154079.35,29,44.4,1
7441,891,151177.07,154079.35,30,46,1
7441,891,151177.07,154079.35,31,48.7,1
7441,891,151177.07,154079.35,32,49.1,1
7441,891,151177.07,154079.35,33,49.1,1
7441,891,151177.07,154079.35,34,50.2,1
7441,891,151177.07,154079.35,35,51.5,1
7441,891,151177.07,154079.35,36,52,1
7441,891,151177.07,154079.35,37,52.7,1
7441,891,151177.07,154079.35,38,53.3,1
7441,891,151177.07,154079.35,39,55.2,1
7441,891,151177.07,154079.35,40,56,1
7449,28,3769.5,5527.85,1,25.1,0
7449,28,3769.5,5527.85,2,25.1,0
7449,28,3769.5,5527.85,3,25.6,0
7449,28,3769.5,5527.85,4,27,0
7449,28,3769.5,5527.85,5,27,0
7449,28,3769.5,5527.85,6,27,0
7449,28,3769.5,5527.85,7,27,0
7449,28,3769.5,5527.85,8,27.1,0
7449,28,3769.5,5527.85,9,27.2,0
7449,28,3769.5,5527.85,10,27.2,0
7449,28,3769.5,5527.85,11,27.2,0
7449,28,3769.5,5527.85,12,27.9,0
7449,28,3769.5,5527.85,13,27.9,0
7449,28,3769.5,5527.85,14,28,0
7449,28,3769.5,5527.85,15,28,0
7449,28,3769.5,5527.85,16,28.4,0
7449,28,3769.5,5527.85,17,29.7,0
7449,28,3769.5,5527.85,18,31.5,0
7449,28,3769.5,5527.85,19,33,0
7449,28,3769.5,5527.85,20,40,0
7449,28,3769.5,5527.85,21,40.3,0
7449,28,3769.5,5527.85,22,40.4,0
7449,28,3769.5,5527.85,23,41.1,0
7449,28,3769.5,5527.85,24,41.3,0
7449,28,3769.5,5527.85,25,42,0
7449,28,3769.5,5527.85,26,42,0
7449,28,3769.5,5527.85,27,43.5,0
7449,28,3769.5,5527.85,28,43.9,0
7449,28,3769.5,5527.85,29,44.4,0
7449,28,3769.5,5527.85,30,46,0
7449,28,3769.5,5527.85,31,48.7,0
7449,28,3769.5,5527.85,32,49.1,0
7449,28,3769.5,5527.85,33,49.1,0
7449,28,3769.5,5527.85,34,50.2,0
7449,28,3769.5,5527.85,35,51.5,0
7449,28,3769.5,5527.85,36,52,0
7449,28,3769.5,5527.85,37,52.7,0
7449,28,3769.5,5527.85,38,53.3,0
7449,28,3769.5,5527.85,39,55.2,0
7449,28,3769.5,5527.85,40,56,0
8155,70,26729.02,29908.84,1,25.1,1
8155,70,26729.02,29908.84,2,25.1,1
8155,70,26729.02,29908.84,3,25.6,1
8155,70,26729.02,29908.84,4,27,1
8155,70,26729.02,29908.84,5,27,1
8155,70,26729.02,29908.84,6,27,1
8155,70,26729.02,29908.84,7,27,1
8155,70,26729.02,29908.84,8,27.1,1
8155,70,26729.02,29908.84,9,27.2,1
8155,70,26729.02,29908.84,10,27.2,1
8155,70,26729.02,29908.84,11,27.2,1
8155,70,26729.02,29908.84,12,27.9,1
8155,70,26729.02,29908.84,13,27.9,1
8155,70,26729.02,29908.84,14,28,1
8155,70,26729.02,29908.84,15,28,1
8155,70,26729.02,29908.84,16,28.4,1
8155,70,26729.02,29908.84,17,29.7,1
8155,70,26729.02,29908.84,18,31.5,1
8155,70,26729.02,29908.84,19,33,1
8155,70,26729.02,29908.84,20,40,1
8155,70,26729.02,29908.84,21,40.3,1
8155,70,26729.02,29908.84,22,40.4,1
8155,70,26729.02,29908.84,23,41.1,1
8155,70,26729.02,29908.84,24,41.3,1
8155,70,26729.02,29908.84,25,42,1
8155,70,26729.02,29908.84,26,42,1
8155,70,26729.02,29908.84,27,43.5,1
8155,70,26729.02,29908.84,28,43.9,1
8155,70,26729.02,29908.84,29,44.4,1
8155,70,26729.02,29908.84,30,46,1
8155,70,26729.02,29908.84,31,48.7,1
8155,70,26729.02,29908.84,32,49.1,1
8155,70,26729.02,29908.84,33,49.1,1
8155,70,26729.02,29908.84,34,50.2,1
8155,70,26729.02,29908.84,35,51.5,1
8155,70,26729.02,29908.84,36,52,1
8155,70,26729.02,29908.84,37,52.7,1
8155,70,26729.02,29908.84,38,53.3,1
8155,70,26729.02,29908.84,39,55.2,1
8155,70,26729.02,29908.84,40,56,1
8218,273,156342.28,182663.93,1,50,1
8218,273,156342.28,182663.93,2,50.1,1
8218,273,156342.28,182663.93,3,50.4,1
8218,273,156342.28,182663.93,4,51.3,1
8218,273,156342.28,182663.93,5,52,1
8218,273,156342.28,182663.93,6,52,1
8218,273,156342.28,182663.93,7,52.1,1
8218,273,156342.28,182663.93,8,52.7,1
8218,273,156342.28,182663.93,9,53.4,1
8218,273,156342.28,182663.93,10,54.9,1
8218,273,156342.28,182663.93,11,55.2,1
8218,273,156342.28,182663.93,12,55.6,1
8218,273,156342.28,182663.93,13,55.6,1
8218,273,156342.28,182663.93,14,55.9,1
8218,273,156342.28,182663.93,15,56.2,1
8218,273,156342.28,182663.93,16,56.3,1
8218,273,156342.28,182663.93,17,58.3,1
8218,273,156342.28,182663.93,18,62.1,1
8218,273,156342.28,182663.93,19,67.4,1
8218,273,156342.28,182663.93,20,71,1
8218,273,156342.28,182663.93,21,71.5,1
8218,273,156342.28,182663.93,22,72.3,1
8218,273,156342.28,182663.93,23,74.7,1
8218,273,156342.28,182663.93,24,77.2,1
8218,273,156342.28,182663.93,25,79,1
8218,273,156342.28,182663.93,26,82.1,1
8218,273,156342.28,182663.93,27,82.4,1
8218,273,156342.28,182663.93,28,85.7,1
8218,273,156342.28,182663.93,29,88.6,1
8218,273,156342.28,182663.93,30,91,1
8218,273,156342.28,182663.93,31,92,1
8218,273,156342.28,182663.93,32,94.6,1
8218,273,156342.28,182663.93,33,97,1
8218,273,156342.28,182663.93,34,97.4,1
8218,273,156342.28,182663.93,35,101,1
8218,273,156342.28,182663.93,36,102.3,1
8218,273,156342.28,182663.93,37,104,1
8218,273,156342.28,182663.93,38,107.5,1
8218,273,156342.28,182663.93,39,110.3,1
8218,273,156342.28,182663.93,40,112,1
8335,271,181540.73,210833.35,1,50,1
8335,271,181540.73,210833.35,2,50.1,1
8335,271,181540.73,210833.35,3,50.4,1
8335,271,181540.73,210833.35,4,51.3,1
8335,271,181540.73,210833.35,5,52,1
8335,271,181540.73,210833.35,6,52,1
8335,271,181540.73,210833.35,7,52.1,1
8335,271,181540.73,210833.35,8,52.7,1
8335,271,181540.73,210833.35,9,53.4,1
8335,271,181540.73,210833.35,10,54.9,1
8335,271,181540.73,210833.35,11,55.2,1
8335,271,181540.73,210833.35,12,55.6,1
8335,271,181540.73,210833.35,13,55.6,1
8335,271,181540.73,210833.35,14,55.9,1
8335,271,181540.73,210833.35,15,56.2,1
8335,271,181540.73,210833.35,16,56.3,1
8335,271,181540.73,210833.35,17,58.3,1
8335,271,181540.73,210833.35,18,62.1,1
8335,271,181540.73,210833.35,19,67.4,1
8335,271,181540.73,210833.35,20,71,1
8335,271,181540.73,210833.35,21,71.5,1
8335,271,181540.73,210833.35,22,72.3,1
8335,271,181540.73,210833.35,23,74.7,1
8335,271,181540.73,210833.35,24,77.2,1
8335,271,181540.73,210833.35,25,79,1
8335,271,181540.73,210833.35,26,82.1,1
8335,271,181540.73,210833.35,27,82.4,1
8335,271,181540.73,210833.35,28,85.7,1
8335,271,181540.73,210833.35,29,88.6,1
8335,271,181540.73,210833.35,30,91,1
8335,271,181540.73,210833.35,31,92,1
8335,271,181540.73,210833.35,32,94.6,1
8335,271,181540.73,210833.35,33,97,1
8335,271,181540.73,210833.35,34,97.4,1
8335,271,181540.73,210833.35,35,101,1
8335,271,181540.73,210833.35,36,102.3,1
8335,271,181540.73,210833.35,37,104,1
8335,271,181540.73,210833.35,38,107.5,1
8335,271,181540.73,210833.35,39,110.3,1
8335,271,181540.73,210833.35,40,112,1
8430,427,61340.46,62790.38,1,50,1
8430,427,61340.46,62790.38,2,50.1,1
8430,427,61340.46,62790.38,3,50.4,1
8430,427,61340.46,62790.38,4,51.3,1
8430,427,61340.46,62790.38,5,52,1
8430,427,61340.46,62790.38,6,52,1
8430,427,61340.46,62790.38,7,52.1,1
8430,427,61340.46,62790.38,8,52.7,1
8430,427,61340.46,62790.38,9,53.4,1
8430,427,61340.46,62790.38,10,54.9,1
8430,427,61340.46,62790.38,11,55.2,1
8430,427,61340.46,62790.38,12,55.6,1
8430,427,61340.46,62790.38,13,55.6,1
8430,427,61340.46,62790.38,14,55.9,1
8430,427,61340.46,62790.38,15,56.2,1
8430,427,61340.46,62790.38,16,56.3,1
8430,427,61340.46,62790.38,17,58.3,1
8430,427,61340.46,62790.38,18,62.1,1
8430,427,61340.46,62790.38,19,67.4,1
8430,427,61340.46,62790.38,20,71,1
8430,427,61340.46,62790.38,21,71.5,1
8430,427,61340.46,62790.38,22,72.3,1
8430,427,61340.46,62790.38,23,74.7,1
8430,427,61340.46,62790.38,24,77.2,1
8430,427,61340.46,62790.38,25,79,1
8430,427,61340.46,62790.38,26,82.1,1
8430,427,61340.46,62790.38,27,82.4,1
8430,427,61340.46,62790.38,28,85.7,1
8430,427,61340.46,62790.38,29,88.6,1
8430,427,61340.46,62790.38,30,91,1
8430,427,61340.46,62790.38,31,92,1
8430,427,61340.46,62790.38,32,94.6,1
8430,427,61340.46,62790.38,33,97,1
8430,427,61340.46,62790.38,34,97.4,1
8430,427,61340.46,62790.38,35,101,1
8430,427,61340.46,62790.38,36,102.3,1
8430,427,61340.46,62790.38,37,104,1
8430,427,61340.46,62790.38,38,107.5,1
8430,427,61340.46,62790.38,39,110.3,1
8430,427,61340.46,62790.38,40,112,1
8818,889,93244.7,134981.37,1,50,1
8818,889,93244.7,134981.37,2,50.1,1
8818,889,93244.7,134981.37,3,50.4,1
8818,889,93244.7,134981.37,4,51.3,1
8818,889,93244.7,134981.37,5,52,1
8818,889,93244.7,134981.37,6,52,1
8818,889,93244.7,134981.37,7,52.1,1
8818,889,93244.7,134981.37,8,52.7,1
8818,889,93244.7,134981.37,9,53.4,1
8818,889,93244.7,134981.37,10,54.9,1
8818,889,93244.7,134981.37,11,55.2,1
8818,889,93244.7,134981.37,12,55.6,1
8818,889,93244.7,134981.37,13,55.6,1
8818,889,93244.7,134981.37,14,55.9,1
8818,889,93244.7,134981.37,15,56.2,1
8818,889,93244.7,134981.37,16,56.3,1
8818,889,93244.7,134981.37,17,58.3,1
8818,889,93244.7,134981.37,18,62.1,1
8818,889,93244.7,134981.37,19,67.4,1
8818,889,93244.7,134981.37,20,71,1
8818,889,93244.7,134981.37,21,71.5,1
8818,889,93244.7,134981.37,22,72.3,1
8818,889,93244.7,134981.37,23,74.7,1
8818,889,93244.7,134981.37,24,77.2,1
8818,889,93244.7,134981.37,25,79,1
8818,889,93244.7,134981.37,26,82.1,1
8818,889,93244.7,134981.37,27,82.4,1
8818,889,93244.7,134981.37,28,85.7,1
8818,889,93244.7,134981.37,29,88.6,1
8818,889,93244.7,134981.37,30,91,1
8818,889,93244.7,134981.37,31,92,1
8818,889,93244.7,134981.37,32,94.6,1
8818,889,93244.7,134981.37,33,97,1
8818,889,93244.7,134981.37,34,97.4,1
8818,889,93244.7,134981.37,35,101,1
8818,889,93244.7,134981.37,36,102.3,1
8818,889,93244.7,134981.37,37,104,1
8818,889,93244.7,134981.37,38,107.5,1
8818,889,93244.7,134981.37,39,110.3,1
8818,889,93244.7,134981.37,40,112,1
9706,737,165863.05,309685.96,1,50,1
9706,737,165863.05,309685.96,2,50.1,1
9706,737,165863.05,309685.96,3,50.4,1
9706,737,165863.05,309685.96,4,51.3,1
9706,737,165863.05,309685.96,5,52,1
9706,737,165863.05,309685.96,6,52,1
9706,737,165863.05,309685.96,7,52.1,1
9706,737,165863.05,309685.96,8,52.7,1
9706,737,165863.05,309685.96,9,53.4,1
9706,737,165863.05,309685.96,10,54.9,1
9706,737,165863.05,309685.96,11,55.2,1
9706,737,165863.05,309685.96,12,55.6,1
9706,737,165863.05,309685.96,13,55.6,1
9706,737,165863.05,309685.96,14,55.9,1
9706,737,165863.05,309685.96,15,56.2,1
9706,737,165863.05,309685.96,16,56.3,1
9706,737,165863.05,309685.96,17,58.3,1
9706,737,165863.05,309685.96,18,62.1,1
9706,737,165863.05,309685.96,19,67.4,1
9706,737,165863.05,309685.96,20,71,1
9706,737,165863.05,309685.96,21,71.5,1
9706,737,165863.05,309685.96,22,72.3,1
9706,737,165863.05,309685.96,23,74.7,1
9706,737,165863.05,309685.96,24,77.2,1
9706,737,165863.05,309685.96,25,79,1
9706,737,165863.05,309685.96,26,82.1,1
9706,737,165863.05,309685.96,27,82.4,1
9706,737,165863.05,309685.96,28,85.7,1
9706,737,165863.05,309685.96,29,88.6,1
9706,737,165863.05,309685.96,30,91,1
9706,737,165863.05,309685.96,31,92,1
9706,737,165863.05,309685.96,32,94.6,1
9706,737,165863.05,309685.96,33,97,1
9706,737,165863.05,309685.96,34,97.4,1
9706,737,165863.05,309685.96,35,101,1
9706,737,165863.05,309685.96,36,102.3,1
9706,737,165863.05,309685.96,37,104,1
9706,737,165863.05,309685.96,38,107.5,1
9706,737,165863.05,309685.96,39,110.3,1
9706,737,165863.05,309685.96,40,112,1
9865,255,145050.35,129861,1,50,1
9865,255,145050.35,129861,2,50.1,1
9865,255,145050.35,129861,3,50.4,1
9865,255,145050.35,129861,4,51.3,1
9865,255,145050.35,129861,5,52,1
9865,255,145050.35,129861,6,52,1
9865,255,145050.35,129861,7,52.1,1
9865,255,145050.35,129861,8,52.7,1
9865,255,145050.35,129861,9,53.4,1
9865,255,145050.35,129861,10,54.9,1
9865,255,145050.35,129861,11,55.2,1
9865,255,145050.35,129861,12,55.6,1
9865,255,145050.35,129861,13,55.6,1
9865,255,145050.35,129861,14,55.9,1
9865,255,145050.35,129861,15,56.2,1
9865,255,145050.35,129861,16,56.3,1
9865,255,145050.35,129861,17,58.3,1
9865,255,145050.35,129861,18,62.1,1
9865,255,145050.35,129861,19,67.4,1
9865,255,145050.35,129861,20,71,1
9865,255,145050.35,129861,21,71.5,1
9865,255,145050.35,129861,22,72.3,1
9865,255,145050.35,129861,23,74.7,1
9865,255,145050.35,129861,24,77.2,1
9865,255,145050.35,129861,25,79,1
9865,255,145050.35,129861,26,82.1,1
9865,255,145050.35,129861,27,82.4,1
9865,255,145050.35,129861,28,85.7,1
9865,255,145050.35,129861,29,88.6,1
9865,255,145050.35,129861,30,91,1
9865,255,145050.35,129861,31,92,1
9865,255,145050.35,129861,32,94.6,1
9865,255,145050.35,129861,33,97,1
9865,255,145050.35,129861,34,97.4,1
9865,255,145050.35,129861,35,101,1
9865,255,145050.35,129861,36,102.3,1
9865,255,145050.35,129861,37,104,1
9865,255,145050.35,129861,38,107.5,1
9865,255,145050.35,129861,39,110.3,1
9865,255,145050.35,129861,40,112,1
10203,671,96384.22,127209.82,1,50,1
10203,671,96384.22,127209.82,2,50.1,1
10203,671,96384.22,127209.82,3,50.4,1
10203,671,96384.22,127209.82,4,51.3,1
10203,671,96384.22,127209.82,5,52,1
10203,671,96384.22,127209.82,6,52,1
10203,671,96384.22,127209.82,7,52.1,1
10203,671,96384.22,127209.82,8,52.7,1
10203,671,96384.22,127209.82,9,53.4,1
10203,671,96384.22,127209.82,10,54.9,1
10203,671,96384.22,127209.82,11,55.2,1
10203,671,96384.22,127209.82,12,55.6,1
10203,671,96384.22,127209.82,13,55.6,1
10203,671,96384.22,127209.82,14,55.9,1
10203,671,96384.22,127209.82,15,56.2,1
10203,671,96384.22,127209.82,16,56.3,1
10203,671,96384.22,127209.82,17,58.3,1
10203,671,96384.22,127209.82,18,62.1,1
10203,671,96384.22,127209.82,19,67.4,1
10203,671,96384.22,127209.82,20,71,1
10203,671,96384.22,127209.82,21,71.5,1
10203,671,96384.22,127209.82,22,72.3,1
10203,671,96384.22,127209.82,23,74.7,1
10203,671,96384.22,127209.82,24,77.2,1
10203,671,96384.22,127209.82,25,79,1
10203,671,96384.22,127209.82,26,82.1,1
10203,671,96384.22,127209.82,27,82.4,1
10203,671,96384.22,127209.82,28,85.7,1
10203,671,96384.22,127209.82,29,88.6,1
10203,671,96384.22,127209.82,30,91,1
10203,671,96384.22,127209.82,31,92,1
10203,671,96384.22,127209.82,32,94.6,1
10203,671,96384.22,127209.82,33,97,1
10203,671,96384.22,127209.82,34,97.4,1
10203,671,96384.22,127209.82,35,101,1
10203,671,96384.22,127209.82,36,102.3,1
10203,671,96384.22,127209.82,37,104,1
10203,671,96384.22,127209.82,38,107.5,1
10203,671,96384.22,127209.82,39,110.3,1
10203,671,96384.22,127209.82,40,112,1
11025,705,83623.92,91816.42,1,50,1
11025,705,83623.92,91816.42,2,50.1,1
11025,705,83623.92,91816.42,3,50.4,1
11025,705,83623.92,91816.42,4,51.3,1
11025,705,83623.92,91816.42,5,52,1
11025,705,83623.92,91816.42,6,52,1
11025,705,83623.92,91816.42,7,52.1,1
11025,705,83623.92,91816.42,8,52.7,1
11025,705,83623.92,91816.42,9,53.4,1
11025,705,83623.92,91816.42,10,54.9,1
11025,705,83623.92,91816.42,11,55.2,1
11025,705,83623.92,91816.42,12,55.6,1
11025,705,83623.92,91816.42,13,55.6,1
11025,705,83623.92,91816.42,14,55.9,1
11025,705,83623.92,91816.42,15,56.2,1
11025,705,83623.92,91816.42,16,56.3,1
11025,705,83623.92,91816.42,17,58.3,1
11025,705,83623.92,91816.42,18,62.1,1
11025,705,83623.92,91816.42,19,67.4,1
11025,705,83623.92,91816.42,20,71,1
11025,705,83623.92,91816.42,21,71.5,1
11025,705,83623.92,91816.42,22,72.3,1
11025,705,83623.92,91816.42,23,74.7,1
11025,705,83623.92,91816.42,24,77.2,1
11025,705,83623.92,91816.42,25,79,1
11025,705,83623.92,91816.42,26,82.1,1
11025,705,83623.92,91816.42,27,82.4,1
11025,705,83623.92,91816.42,28,85.7,1
11025,705,83623.92,91816.42,29,88.6,1
11025,705,83623.92,91816.42,30,91,1
11025,705,83623.92,91816.42,31,92,1
11025,705,83623.92,91816.42,32,94.6,1
11025,705,83623.92,91816.42,33,97,1
11025,705,83623.92,91816.42,34,97.4,1
11025,705,83623.92,91816.42,35,101,1
11025,705,83623.92,91816.42,36,102.3,1
11025,705,83623.92,91816.42,37,104,1
11025,705,83623.92,91816.42,38,107.5,1
11025,705,83623.92,91816.42,39,110.3,1
11025,705,83623.92,91816.42,40,112,1
11719,811,120004.02,148632.32,1,50,1
11719,811,120004.02,148632.32,2,50.1,1
11719,811,120004.02,148632.32,3,50.4,1
11719,811,120004.02,148632.32,4,51.3,1
11719,811,120004.02,148632.32,5,52,1
11719,811,120004.02,148632.32,6,52,1
11719,811,120004.02,148632.32,7,52.1,1
11719,811,120004.02,148632.32,8,52.7,1
11719,811,120004.02,148632.32,9,53.4,1
11719,811,120004.02,148632.32,10,54.9,1
11719,811,120004.02,148632.32,11,55.2,1
11719,811,120004.02,148632.32,12,55.6,1
11719,811,120004.02,148632.32,13,55.6,1
11719,811,120004.02,148632.32,14,55.9,1
11719,811,120004.02,148632.32,15,56.2,1
11719,811,120004.02,148632.32,16,56.3,1
11719,811,120004.02,148632.32,17,58.3,1
11719,811,120004.02,148632.32,18,62.1,1
11719,811,120004.02,148632.32,19,67.4,1
11719,811,120004.02,148632.32,20,71,1
11719,811,120004.02,148632.32,21,71.5,1
11719,811,120004.02,148632.32,22,72.3,1
11719,811,120004.02,148632.32,23,74.7,1
11719,811,120004.02,148632.32,24,77.2,1
11719,811,120004.02,148632.32,25,79,1
11719,811,120004.02,148632.32,26,82.1,1
11719,811,120004.02,148632.32,27,82.4,1
11719,811,120004.02,148632.32,28,85.7,1
11719,811,120004.02,148632.32,29,88.6,1
11719,811,120004.02,148632.32,30,91,1
11719,811,120004.02,148632.32,31,92,1
11719,811,120004.02,148632.32,32,94.6,1
11719,811,120004.02,148632.32,33,97,1
11719,811,120004.02,148632.32,34,97.4,1
11719,811,120004.02,148632.32,35,101,1
11719,811,120004.02,148632.32,36,102.3,1
11719,811,120004.02,148632.32,37,104,1
11719,811,120004.02,148632.32,38,107.5,1
11719,811,120004.02,148632.32,39,110.3,1
11719,811,120004.02,148632.32,40,112,1
12096,387,35159.4,45433.29,1,50,1
12096,387,35159.4,45433.29,2,50.1,1
12096,387,35159.4,45433.29,3,50.4,1
12096,387,35159.4,45433.29,4,51.3,1
12096,387,35159.4,45433.29,5,52,1
12096,387,35159.4,45433.29,6,52,1
12096,387,35159.4,45433.29,7,52.1,1
12096,387,35159.4,45433.29,8,52.7,1
12096,387,35159.4,45433.29,9,53.4,1
12096,387,35159.4,45433.29,10,54.9,1
12096,387,35159.4,45433.29,11,55.2,1
12096,387,35159.4,45433.29,12,55.6,1
12096,387,35159.4,45433.29,13,55.6,1
12096,387,35159.4,45433.29,14,55.9,1
12096,387,35159.4,45433.29,15,56.2,1
12096,387,35159.4,45433.29,16,56.3,1
12096,387,35159.4,45433.29,17,58.3,1
12096,387,35159.4,45433.29,18,62.1,1
12096,387,35159.4,45433.29,19,67.4,1
12096,387,35159.4,45433.29,20,71,1
12096,387,35159.4,45433.29,21,71.5,1
12096,387,35159.4,45433.29,22,72.3,1
12096,387,35159.4,45433.29,23,74.7,1
12096,387,35159.4,45433.29,24,77.2,1
12096,387,35159.4,45433.29,25,79,1
12096,387,35159.4,45433.29,26,82.1,1
12096,387,35159.4,45433.29,27,82.4,1
12096,387,35159.4,45433.29,28,85.7,1
12096,387,35159.4,45433.29,29,88.6,1
12096,387,35159.4,45433.29,30,91,1
12096,387,35159.4,45433.29,31,92,1
12096,387,35159.4,45433.29,32,94.6,1
12096,387,35159.4,45433.29,33,97,1
12096,387,35159.4,45433.29,34,97.4,1
12096,387,35159.4,45433.29,35,101,1
12096,387,35159.4,45433.29,36,102.3,1
12096,387,35159.4,45433.29,37,104,1
12096,387,35159.4,45433.29,38,107.5,1
12096,387,35159.4,45433.29,39,110.3,0
12096,387,35159.4,45433.29,40,112,0
12173,334,50761.85,64294.45,1,50,1
12173,334,50761.85,64294.45,2,50.1,1
12173,334,50761.85,64294.45,3,50.4,1
12173,334,50761.85,64294.45,4,51.3,1
12173,334,50761.85,64294.45,5,52,1
12173,334,50761.85,64294.45,6,52,1
12173,334,50761.85,64294.45,7,52.1,1
12173,334,50761.85,64294.45,8,52.7,1
12173,334,50761.85,64294.45,9,53.4,1
12173,334,50761.85,64294.45,10,54.9,1
12173,334,50761.85,64294.45,11,55.2,1
12173,334,50761.85,64294.45,12,55.6,1
12173,334,50761.85,64294.45,13,55.6,1
12173,334,50761.85,64294.45,14,55.9,1
12173,334,50761.85,64294.45,15,56.2,1
12173,334,50761.85,64294.45,16,56.3,1
12173,334,50761.85,64294.45,17,58.3,1
12173,334,50761.85,64294.45,18,62.1,1
12173,334,50761.85,64294.45,19,67.4,1
12173,334,50761.85,64294.45,20,71,1
12173,334,50761.85,64294.45,21,71.5,1
12173,334,50761.85,64294.45,22,72.3,1
12173,334,50761.85,64294.45,23,74.7,1
12173,334,50761.85,64294.45,24,77.2,1
12173,334,50761.85,64294.45,25,79,1
12173,334,50761.85,64294.45,26,82.1,1
12173,334,50761.85,64294.45,27,82.4,1
12173,334,50761.85,64294.45,28,85.7,1
12173,334,50761.85,64294.45,29,88.6,1
12173,334,50761.85,64294.45,30,91,1
12173,334,50761.85,64294.45,31,92,1
12173,334,50761.85,64294.45,32,94.6,1
12173,334,50761.85,64294.45,33,97,1
12173,334,50761.85,64294.45,34,97.4,1
12173,334,50761.85,64294.45,35,101,1
12173,334,50761.85,64294.45,36,102.3,1
12173,334,50761.85,64294.45,37,104,1
12173,334,50761.85,64294.45,38,107.5,1
12173,334,50761.85,64294.45,39,110.3,1
12173,334,50761.85,64294.45,40,112,1
12321,318,221874.08,337623.22,1,50,1
12321,318,221874.08,337623.22,2,50.1,1
12321,318,221874.08,337623.22,3,50.4,1
12321,318,221874.08,337623.22,4,51.3,1
12321,318,221874.08,337623.22,5,52,1
12321,318,221874.08,337623.22,6,52,1
12321,318,221874.08,337623.22,7,52.1,1
12321,318,221874.08,337623.22,8,52.7,1
12321,318,221874.08,337623.22,9,53.4,1
12321,318,221874.08,337623.22,10,54.9,1
12321,318,221874.08,337623.22,11,55.2,1
12321,318,221874.08,337623.22,12,55.6,1
12321,318,221874.08,337623.22,13,55.6,1
12321,318,221874.08,337623.22,14,55.9,1
12321,318,221874.08,337623.22,15,56.2,1
12321,318,221874.08,337623.22,16,56.3,1
12321,318,221874.08,337623.22,17,58.3,1
12321,318,221874.08,337623.22,18,62.1,1
12321,318,221874.08,337623.22,19,67.4,1
12321,318,221874.08,337623.22,20,71,1
12321,318,221874.08,337623.22,21,71.5,1
12321,318,221874.08,337623.22,22,72.3,1
12321,318,221874.08,337623.22,23,74.7,1
12321,318,221874.08,337623.22,24,77.2,1
12321,318,221874.08,337623.22,25,79,1
12321,318,221874.08,337623.22,26,82.1,1
12321,318,221874.08,337623.22,27,82.4,1
12321,318,221874.08,337623.22,28,85.7,1
12321,318,221874.08,337623.22,29,88.6,1
12321,318,221874.08,337623.22,30,91,1
12321,318,221874.08,337623.22,31,92,1
12321,318,221874.08,337623.22,32,94.6,1
12321,318,221874.08,337623.22,33,97,1
12321,318,221874.08,337623.22,34,97.4,1
12321,318,221874.08,337623.22,35,101,1
12321,318,221874.08,337623.22,36,102.3,1
12321,318,221874.08,337623.22,37,104,1
12321,318,221874.08,337623.22,38,107.5,1
12321,318,221874.08,337623.22,39,110.3,1
12321,318,221874.08,337623.22,40,112,1
12822,541,45613.12,68307.91,1,50,1
12822,541,45613.12,68307.91,2,50.1,1
12822,541,45613.12,68307.91,3,50.4,1
12822,541,45613.12,68307.91,4,51.3,1
12822,541,45613.12,68307.91,5,52,1
12822,541,45613.12,68307.91,6,52,1
12822,541,45613.12,68307.91,7,52.1,1
12822,541,45613.12,68307.91,8,52.7,1
12822,541,45613.12,68307.91,9,53.4,1
12822,541,45613.12,68307.91,10,54.9,1
12822,541,45613.12,68307.91,11,55.2,1
12822,541,45613.12,68307.91,12,55.6,1
12822,541,45613.12,68307.91,13,55.6,1
12822,541,45613.12,68307.91,14,55.9,1
12822,541,45613.12,68307.91,15,56.2,1
12822,541,45613.12,68307.91,16,56.3,1
